Player_Name,Team,Season,Position_Played,Minutes_Played,Games_Played,Goals,Assists,Shots_on_Target,Key_Passes,Cards_Y,Cards_R,xG,xA,xGChain,xGBuildup,Non_Penalty_Goals,npxG
Dario Kresic,Bayer Leverkusen,2015/2016,GK,48,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Kyriakos Papadopoulos,Bayer Leverkusen,2015/2016,DF,930,16,0,0,12,3,4,1,1.28974440228194,0.0885903015732765,0.8671736195683479,0.645541600883007,0,1.28974440228194
Yann Sommer,Borussia M.Gladbach,2015/2016,GK,2880,32,0,0,0,0,2,0,0.0,0.0,2.4342853873968124,2.4342853873968124,0,0.0
Tony Jantschke,Borussia M.Gladbach,2015/2016,DF,748,12,0,0,4,1,2,0,0.0917206984013319,0.0365337990224361,1.7210541181266308,1.65481147589162,0,0.0917206984013319
Marvin Schulz,Borussia M.Gladbach,2015/2016,DF,392,8,0,1,1,1,0,0,0.0233379006385803,0.08420330286026,0.502964798361063,0.4796268939971924,0,0.0233379006385803
Nico Elvedi,Borussia M.Gladbach,2015/2016,DF,1547,21,0,2,3,5,2,0,0.2657146994024515,0.7203584834933281,6.026567650958896,5.763208944350481,0,0.2657146994024515
Tobias Sippel,Borussia M.Gladbach,2015/2016,GK,180,2,0,0,0,0,0,0,0.0,0.0,0.023123599588871,0.023123599588871,0,0.0
Roel Brouwers,Borussia M.Gladbach,2015/2016,DF,286,8,0,0,1,1,0,0,0.0911813005805015,0.0577756986021995,0.2943989969789982,0.2366232578642666,0,0.0911813005805015
Branimir Hrgota,Borussia M.Gladbach,2015/2016,FW,69,9,0,0,2,0,0,0,0.3149143978953361,0.0,0.6173303946852684,0.3024159967899322,0,0.3149143978953361
Manuel Neuer,Bayern Munich,2015/2016,GK,3021,34,0,0,0,0,0,0,0.0,0.0,7.846089107915759,7.846089107915759,0,0.0
Holger Badstuber,Bayern Munich,2015/2016,DF,470,7,0,0,3,2,0,0,0.1573747992515564,0.088546797633171,2.7692360430955887,2.754406049847603,0,0.1573747992515564
Jérôme Boateng,Bayern Munich,2015/2016,DF,1354,19,0,3,7,13,3,1,0.1764260977506637,2.6893741451203823,10.833212360739708,10.275591505691407,0,0.1764260977506637
Rafinha,Bayern Munich,2015/2016,DF,1746,25,0,3,10,20,7,0,0.3866473976522684,1.6366540528833866,14.295088238082826,13.073426297865808,0,0.3866473976522684
Joshua Kimmich,Bayern Munich,2015/2016,DF,1422,23,0,2,7,9,3,0,0.3707230007275939,0.6445357110351324,9.993092983961104,9.13499104976654,0,0.3707230007275939
Xabi Alonso,Bayern Munich,2015/2016,MF,1951,26,0,2,13,41,5,1,0.5477298852056265,2.643682034686208,17.044560309499502,16.02383717149496,0,0.5477298852056265
Sven Ulreich,Bayern Munich,2015/2016,FW,39,1,0,0,0,0,0,0,0.0,0.0,0.0520801991224288,0.0520801991224288,0,0.0
Ramazan Özcan,Ingolstadt,2015/2016,GK,2520,28,0,0,0,0,1,0,0.0,0.0,1.3354464853182435,1.3354464853182435,0,0.0
Romain Brègerie,Ingolstadt,2015/2016,DF,1053,22,0,0,13,4,3,1,0.7370783938094974,0.1470907963812351,1.1457087080925703,0.7855640072375536,0,0.7370783938094974
Almog Cohen,Ingolstadt,2015/2016,MF,824,20,0,2,13,6,2,0,0.886548200622201,1.2719354769214988,1.9905133917927744,0.8426061999052763,0,0.886548200622201
Stefan Wannenwetsch,Ingolstadt,2015/2016,FW,37,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Max Christiansen,Ingolstadt,2015/2016,MF,1033,19,0,1,17,9,3,0,0.4327587001025677,0.9216758022084832,1.4769243113696575,0.8658750988543034,0,0.4327587001025677
Maurice Multhaup,Ingolstadt,2015/2016,FW,83,4,0,0,2,0,0,0,0.6655422188341618,0.0,0.6655422188341618,0.0,0,0.6655422188341618
Danilo Soares,Ingolstadt,2015/2016,DF,90,1,0,0,1,0,0,0,0.014763300307095,0.0,0.0461470000445842,0.0313838012516498,0,0.014763300307095
Elias Kachunga,Ingolstadt,2015/2016,FW,269,10,0,0,4,0,0,0,0.3614153079688549,0.0,0.8472418859601021,0.4858259037137031,0,0.3614153079688549
Danny da Costa,Ingolstadt,2015/2016,DF,1522,20,0,4,6,14,4,0,0.229204099625349,2.334642507135868,3.677127266302705,2.8810480888932943,0,0.229204099625349
Ørjan Nyland,Ingolstadt,2015/2016,GK,540,6,0,0,0,0,0,0,0.0,0.0,0.1679605022072792,0.1679605022072792,0,0.0
Tomas Pekhart,Ingolstadt,2015/2016,FW,82,4,0,0,4,1,1,0,0.1904544979333877,0.0531136989593505,0.2634682990610599,0.0198998004198074,0,0.1904544979333877
Kevin Kurányi,Hoffenheim,2015/2016,FW,520,14,0,0,9,4,0,0,1.500753676518798,0.1585407014936208,1.5269651915878055,0.2653731945902109,0,1.500753676518798
Jens Grahl,Hoffenheim,2015/2016,GK,90,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Tolga Cigerci,Hertha Berlin,2015/2016,MF,1041,18,0,2,25,10,2,0,1.3482666052877903,1.410845011472702,4.038333598524332,2.073361910879612,0,1.3482666052877903
Marwin Hitz,Augsburg,2015/2016,GK,2967,33,0,0,0,1,2,0,0.0,0.0210283007472753,1.3055570600554347,1.2845290480181577,0,0.0
Ragnar Klavan,Augsburg,2015/2016,DF,2787,31,0,0,9,7,2,0,0.6589377000927925,0.4157440867274999,5.3316447008401155,5.088209692388773,0,0.6589377000927925
Philipp Max,Augsburg,2015/2016,DF,2083,26,0,0,8,16,3,0,0.2704068962484598,1.932406984269619,6.915383473038673,4.910042058676481,0,0.2704068962484598
Dominik Kohr,Augsburg,2015/2016,MF,2514,31,0,3,24,10,12,0,1.049034096300602,1.141406912356615,6.969851357862353,5.833309901878238,0,1.049034096300602
Christoph Janker,Augsburg,2015/2016,DF,362,12,0,0,1,0,2,0,0.0739784985780716,0.0,0.4858579896390438,0.4858579896390438,0,0.0739784985780716
Tim Matavz,Augsburg,2015/2016,FW,367,11,0,0,13,4,1,0,1.946612812578678,0.7228927761316299,2.822277508676052,0.5774602219462395,0,1.946612812578678
Dong-Won Ji,Augsburg,2015/2016,FW,781,21,0,0,13,12,2,0,1.496549079194665,0.4120938051491976,3.8622813131660223,2.276315398514271,0,1.496549079194665
Alexander Manninger,Augsburg,2015/2016,GK,93,2,0,0,0,0,0,0,0.0,0.0,0.692779004573822,0.692779004573822,0,0.0
Piotr Trochowski,Augsburg,2015/2016,MF,151,6,0,0,6,3,0,0,0.3818209916353225,0.22829120606184,0.8031036928296089,0.4965783059597015,0,0.3818209916353225
Lukas Hradecky,Eintracht Frankfurt,2015/2016,GK,3060,34,0,0,0,0,0,0,0.0,0.0,2.216040413826704,2.216040413826704,0,0.0
David Abraham,Eintracht Frankfurt,2015/2016,DF,2547,31,0,0,12,6,8,0,0.6429105065762997,0.2014773022383451,2.4430022556334734,2.2914664996787906,0,0.6429105065762997
Carlos Zambrano,Eintracht Frankfurt,2015/2016,DF,1791,24,0,0,4,0,8,1,0.1162330042570829,0.0,2.658056231215596,2.639476725831628,0,0.1162330042570829
Bastian Oczipka,Eintracht Frankfurt,2015/2016,DF,2700,30,0,0,10,22,7,0,0.3698860965669155,1.9011986944824455,6.679673809558153,5.350815787911415,0,0.3698860965669155
Mijat Gacinovic,Eintracht Frankfurt,2015/2016,MF,334,7,0,0,4,3,1,0,0.1059457976371049,0.153872400522232,0.2074659960344433,0.1517937956377864,0,0.1059457976371049
Vaclav Kadlec,Eintracht Frankfurt,2015/2016,FW,107,5,0,0,2,0,1,0,0.5601407885551453,0.0,0.6668288111686707,0.1066880002617836,0,0.5601407885551453
Gian-Luca Waldschmidt,Eintracht Frankfurt,2015/2016,FW,221,12,0,1,5,9,0,0,0.9001069702208042,0.9392093932256104,2.83058213070035,1.070808093994856,0,0.9001069702208042
Joel Gerezgiher,Eintracht Frankfurt,2015/2016,MF,82,3,0,0,4,1,1,0,0.2062186934053897,0.0097177401185035,0.319099698215723,0.1675454005599022,0,0.2062186934053897
Aleksandar Ignjovski,Eintracht Frankfurt,2015/2016,DF,1214,18,0,2,9,9,3,0,0.6266961852088571,0.7423883769661188,2.562894707545638,1.6514020878821611,0,0.6266961852088571
Constant Djakpa,Eintracht Frankfurt,2015/2016,DF,751,12,0,0,4,8,2,0,0.132177853025496,0.8839797116816044,1.1832520049065351,0.3094099927693605,0,0.132177853025496
Ivica Olic,Hamburger SV,2015/2016,FW,163,9,0,0,5,1,0,0,0.1538338968530297,0.0080816904082894,0.2290982007980346,0.0671823024749755,0,0.1538338968530297
Batuhan Altintas,Hamburger SV,2015/2016,FW,26,1,0,0,1,0,1,0,0.0813476964831352,0.0,0.0813476964831352,0.0,0,0.0813476964831352
Florian Niederlechner,Mainz 05,2015/2016,FW,173,12,0,0,5,0,2,0,1.0051405057311058,0.0,1.0546973049640656,0.0495567992329597,0,1.0051405057311058
Suat Serdar,Mainz 05,2015/2016,MF,199,12,0,0,3,1,0,0,0.1510664969682693,0.0196794997900724,0.4293785020709038,0.2754690982401371,0,0.1510664969682693
Roman Bürki,Borussia Dortmund,2015/2016,GK,2970,33,0,0,0,0,1,0,0.0,0.0,7.173921761102974,7.173921761102974,0,0.0
Lukasz Piszczek,Borussia Dortmund,2015/2016,DF,1513,20,0,3,13,21,3,0,0.3331491965800524,3.7409940231591463,13.241719553247094,10.38502606190741,0,0.3331491965800524
Sven Bender,Borussia Dortmund,2015/2016,DF,1246,19,0,0,3,8,1,0,0.6312807947397232,0.7619899325072765,8.875563124194741,8.239494340494275,0,0.6312807947397232
Neven Subotic,Borussia Dortmund,2015/2016,DF,460,6,0,0,2,2,2,0,0.0561244990676641,0.1161290034651756,2.040041573345661,1.9510847441852093,0,0.0561244990676641
Marcel Schmelzer,Borussia Dortmund,2015/2016,DF,2056,26,0,4,22,26,2,0,0.881696192547679,3.395240055397153,14.71572169661522,11.864849120378494,0,0.881696192547679
Joo-Ho Park,"Borussia Dortmund,Mainz 05",2015/2016,DF,399,6,0,0,3,2,0,0,0.3785923030227422,0.0719899982213974,2.412813149392605,2.0649150013923645,0,0.3785923030227422
Adnan Januzaj,Borussia Dortmund,2015/2016,FW,149,6,0,1,4,7,0,0,0.6588754877448082,1.0780820921063423,1.9851153902709484,0.4233013950288296,0,0.6588754877448082
Roman Weidenfeller,Borussia Dortmund,2015/2016,GK,90,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Ralf Fährmann,Schalke 04,2015/2016,GK,3060,34,0,0,0,0,1,0,0.0,0.0,4.87615530192852,4.87615530192852,0,0.0
Sascha Riether,Schalke 04,2015/2016,DF,1326,17,0,0,1,12,3,0,0.1347000002861023,0.623560693114996,3.1564990989863873,2.647852174937725,0,0.1347000002861023
Dennis Aogo,Schalke 04,2015/2016,DF,1849,23,0,1,7,25,4,0,0.9544962802901864,1.919686384499073,5.112645507790148,4.091179027222097,0,0.9544962802901864
Pierre-Emile Højbjerg,Schalke 04,2015/2016,MF,1272,23,0,1,22,7,3,0,1.1528371749445796,0.2453127969056368,3.9680100213736296,3.019260685890913,0,1.1528371749445796
Júnior Caiçara,Schalke 04,2015/2016,DF,1859,23,0,3,13,40,7,0,0.6782097900286317,3.053689666092396,7.669837106019259,6.013444021344185,0,0.6782097900286317
Roman Neustädter,Schalke 04,2015/2016,DF,2395,30,0,1,11,4,4,0,0.713578007183969,0.1395718967542052,6.6931670205667615,6.6762210028246045,0,0.713578007183969
Kaan Ayhan,"Eintracht Frankfurt,Schalke 04",2015/2016,DF,81,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0
Oliver Sorg,Hannover 96,2015/2016,DF,1597,20,0,0,6,5,4,0,0.1151837008073926,0.2122079990804195,2.271068509668112,2.133026915602386,0,0.1151837008073926
Lukasz Zaluska,Darmstadt,2015/2016,GK,90,1,0,0,0,0,0,0,0.0,0.0,0.0136292995885014,0.0136292995885014,0,0.0
Kazuki Nagasawa,FC Cologne,2015/2016,MF,46,1,0,0,1,0,0,0,0.0746959000825882,0.0,0.0746959000825882,0.0,0,0.0746959000825882
David Kinsombi,Eintracht Frankfurt,2015/2016,DF,91,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Johannes Flum,Eintracht Frankfurt,2015/2016,MF,136,5,0,1,2,2,0,0,0.0655959993600845,0.4392884150147438,0.909025028347969,0.4041410088539123,0,0.0655959993600845
Timothy Chandler,Eintracht Frankfurt,2015/2016,DF,664,12,0,0,3,1,4,0,0.0764770004898309,0.0317942015826702,0.1938446015119552,0.14225560054183,0,0.0764770004898309
Ádám Szalai,"Hannover 96,Hoffenheim",2015/2016,FW,793,16,0,2,20,14,2,0,2.9866802021861076,0.8598628044128418,4.2233789674937725,0.6304918127134442,0,2.9866802021861076
Luca-Milan Zander,Werder Bremen,2015/2016,DF,105,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Ahmet Arslan,Hamburger SV,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Ismail Azzaoui,Wolfsburg,2015/2016,FW,19,2,0,0,0,0,0,0,0.0,0.0,0.5811319947242737,0.5811319947242737,0,0.0
Marvin Friedrich,Schalke 04,2015/2016,FW,3,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Julian Weigl,Borussia Dortmund,2015/2016,MF,2244,30,0,0,9,16,5,0,0.2261080984026193,1.2695747017860413,19.771285759285092,19.319197786971927,0,0.2261080984026193
Marvin Wanitzek,VfB Stuttgart,2015/2016,FW,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Odisseas Vlachodimos,VfB Stuttgart,2015/2016,GK,200,3,0,0,0,0,0,0,0.0,0.0,0.0184349995106458,0.0184349995106458,0,0.0
Arianit Ferati,VfB Stuttgart,2015/2016,FW,68,3,0,1,1,4,0,0,0.0635261982679367,0.5316629931330681,0.7513149976730347,0.1792381033301353,0,0.0635261982679367
Milos Pantovic,Bayern Munich,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Markus Suttner,Ingolstadt,2015/2016,DF,1342,18,0,0,20,16,2,0,0.5630978979170322,1.187285915017128,1.8909374084323645,1.2192600145936012,0,0.5630978979170322
Sandro Sirigu,Darmstadt,2015/2016,MF,119,6,0,2,0,2,0,0,0.0,1.038308024406433,1.038308024406433,0.0,0,0.0
Ronny,Hertha Berlin,2015/2016,FW,27,1,0,0,2,0,0,0,0.0454249009490013,0.0,0.0454249009490013,0.0,0,0.0454249009490013
Florian Klein,VfB Stuttgart,2015/2016,DF,1571,22,0,2,14,13,3,1,0.4250497138127684,2.1127954572439194,4.469443779438734,2.234787192195654,0,0.4250497138127684
Daniel Opare,Augsburg,2015/2016,DF,360,4,0,0,2,2,2,0,0.0822582989931106,0.1541959941387176,0.8236258700489998,0.5871719717979431,0,0.0822582989931106
Fabian Reese,Schalke 04,2015/2016,FW,3,1,0,0,0,1,0,0,0.0,0.0744926035404205,0.0,0.0,0,0.0
Tobias Werner,Augsburg,2015/2016,MF,691,13,0,1,22,17,2,0,2.3605798576027155,1.0531111042946577,3.1266335882246494,0.2279882971197366,0,2.3605798576027155
Sascha Mölders,Augsburg,2015/2016,FW,23,4,0,0,2,0,0,0,0.138821005821228,0.0,0.138821005821228,0.0,0,0.138821005821228
Ulisses García,Werder Bremen,2015/2016,DF,592,11,0,1,11,5,3,0,0.4330724971368909,0.9015753725543618,1.157402615994215,0.4796345066279173,0,0.4330724971368909
Lukas Fröde,Werder Bremen,2015/2016,MF,115,8,0,0,1,0,0,0,0.0492818988859653,0.0,0.745660200715065,0.745660200715065,0,0.0492818988859653
Álvaro Domínguez,Borussia M.Gladbach,2015/2016,DF,472,6,0,0,0,1,1,0,0.0,0.0188972000032663,1.1017660051584244,1.082868009805679,0,0.0
Konstantin Engel,Ingolstadt,2015/2016,DF,192,4,0,0,2,1,2,0,0.017595300450921,0.0119546996429562,0.0245409999042749,0.015366899780929,0,0.017595300450921
Lukas Klünter,FC Cologne,2015/2016,FW,14,1,0,0,1,0,0,0,0.1078670024871826,0.0,0.0,0.0,0,0.1078670024871826
Felix Platte,"Darmstadt,Schalke 04",2015/2016,FW,137,12,0,0,4,2,2,0,0.3054880052804947,0.1229574978351593,0.4648215025663376,0.0363755002617836,0,0.3054880052804947
Mart Ristl,VfB Stuttgart,2015/2016,FW,42,3,0,0,0,1,1,0,0.0,0.024236399680376,0.1301493979990482,0.1301493979990482,0,0.0
Carlos Ascues,Wolfsburg,2015/2016,FW,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Philipp Klement,Mainz 05,2015/2016,FW,27,2,0,0,1,0,0,0,0.0983235985040664,0.0,0.0,0.0,0,0.0983235985040664
Albin Ekdal,Hamburger SV,2015/2016,MF,1147,14,0,0,5,4,4,0,0.0899951020255684,0.2296717055141925,1.8924337346106768,1.6898403372615576,0,0.0899951020255684
Juan Bernat,Bayern Munich,2015/2016,DF,1148,16,0,1,9,7,2,0,0.453639592975378,0.8370109051465988,5.250808395445347,4.028160709887743,0,0.453639592975378
Oliver Hüsing,Werder Bremen,2015/2016,FW,5,1,0,0,0,0,0,0,0.0,0.0,0.0926181972026825,0.0926181972026825,0,0.0
Tin Jedvaj,Bayer Leverkusen,2015/2016,DF,956,15,0,0,3,4,5,1,0.0484512997791171,0.2061193976551294,0.9784267023205756,0.7778721936047077,0,0.0484512997791171
Maximilian Mittelstädt,Hertha Berlin,2015/2016,DF,181,3,0,1,1,2,0,0,0.0522027015686035,0.4484776984900236,0.5783013850450516,0.0776213034987449,0,0.0522027015686035
Marcel Hilßner,Werder Bremen,2015/2016,FW,34,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Marco Höger,Schalke 04,2015/2016,MF,188,5,0,0,2,0,2,0,0.0687159970402717,0.0,0.1690094992518425,0.1002935003489255,0,0.0687159970402717
Francisco Rodríguez,Wolfsburg,2015/2016,FW,8,1,0,0,0,1,0,0,0.0,0.0648659989237785,0.3819380104541778,0.3819380104541778,0,0.0
Devante Parker,Mainz 05,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Nico Schulz,"Borussia M.Gladbach,Hertha Berlin",2015/2016,FW,49,2,0,0,1,0,0,0,0.0538390018045902,0.0,0.0538390018045902,0.0,0,0.0538390018045902
Thomas Kraft,Hertha Berlin,2015/2016,GK,500,6,0,0,0,0,0,0,0.0,0.0,0.1135869026184082,0.1135869026184082,0,0.0
Benjamin Henrichs,Bayer Leverkusen,2015/2016,DF,536,9,0,1,0,3,1,0,0.0,0.1322072967886924,1.9630773104727268,1.8308695144951344,0,0.0
Andre Hoffmann,Hannover 96,2015/2016,MF,520,8,0,0,5,2,2,0,0.1423154957592487,0.3935069069266319,1.1884927190840244,0.7673536837100983,0,0.1423154957592487
Martin Stranzl,Borussia M.Gladbach,2015/2016,DF,164,4,0,0,0,0,0,0,0.0,0.0,0.1312912004068493,0.1312912004068493,0,0.0
Tom Mickel,Hamburger SV,2015/2016,GK,90,1,0,0,0,0,0,0,0.0,0.0,0.2788969874382019,0.2788969874382019,0,0.0
Fabian Frei,Mainz 05,2015/2016,MF,956,18,0,2,11,9,1,0,0.5913515016436577,0.478529904037714,3.5013104863464832,2.8706258963793516,0,0.5913515016436577
Peter Pekarík,Hertha Berlin,2015/2016,DF,1066,12,0,1,4,6,1,0,0.0649393983185291,0.2271102033555507,1.9155288077890873,1.62347880192101,0,0.0649393983185291
Philipp Ochs,Hoffenheim,2015/2016,DF,559,13,0,1,6,7,0,0,0.2243996020406484,0.8036473300307989,3.3084380934014916,2.430561723187566,0,0.2243996020406484
Florian Kohls,Hertha Berlin,2015/2016,FW,7,1,0,0,1,0,0,0,0.0060443999245762,0.0,0.0060443999245762,0.0,0,0.0060443999245762
Kevin De Bruyne,Wolfsburg,2015/2016,MF,168,2,0,0,4,1,1,0,0.8674142882227898,0.0109908003360033,1.0220279842615128,0.2232792973518371,0,0.8674142882227898
Benjamin Gorka,Darmstadt,2015/2016,FW,13,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Matija Nastasic,Schalke 04,2015/2016,DF,16,1,0,0,0,0,0,0,0.0,0.0,0.021731499582529,0.021731499582529,0,0.0
Takashi Inui,Eintracht Frankfurt,2015/2016,MF,49,1,0,0,0,1,0,0,0.0,0.0182284004986286,0.0182284004986286,0.0,0,0.0
Son Heung-Min,Bayer Leverkusen,2015/2016,MF,65,1,0,0,2,0,0,0,0.4161570072174072,0.0,0.5188339948654175,0.5188339948654175,0,0.4161570072174072
Moritz Leitner,Borussia Dortmund,2015/2016,MF,318,9,0,1,6,5,0,0,0.6464972794055939,0.2913012970238924,2.952661508694291,2.3061645049601793,0,0.6464972794055939
Milan Ivana,Darmstadt,2015/2016,FW,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Paul Seguin,Wolfsburg,2015/2016,MF,176,4,0,0,2,1,0,0,0.1450525019317865,0.0348295010626316,0.1914490014314651,0.011566899716854,0,0.1450525019317865
Leandro Putaro,Wolfsburg,2015/2016,FW,40,4,0,0,1,0,0,0,0.1022310033440589,0.0,0.1229344028979539,0.0207033995538949,0,0.1022310033440589
Mitchell Langerak,VfB Stuttgart,2015/2016,GK,180,2,0,0,0,0,0,0,0.0,0.0,0.0339424014091491,0.0339424014091491,0,0.0
Matthias Zimmermann,VfB Stuttgart,2015/2016,DF,167,2,0,0,1,1,0,0,0.0096154902130365,0.2956160008907318,0.3827324900776148,0.0775019004940986,0,0.0096154902130365
Elkin Soto,Mainz 05,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Julian Schieber,Hertha Berlin,2015/2016,FW,133,6,0,1,2,2,1,0,0.0267687002196908,0.6275179907679558,0.7789926966652274,0.1395789980888366,0,0.0267687002196908
David Yelldell,Bayer Leverkusen,2015/2016,FW,42,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Alexander Nübel,Schalke 04,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Nuri Sahin,Borussia Dortmund,2015/2016,MF,506,9,0,2,4,6,1,0,0.1714377980679273,0.2991535998880863,2.9060829281806946,2.634569972753525,0,0.1714377980679273
Mergim Mavraj,FC Cologne,2015/2016,DF,991,12,0,0,5,0,1,0,0.4232320040464401,0.0,2.2172929905354977,2.164748590439558,0,0.4232320040464401
Filip Mladenovic,FC Cologne,2015/2016,DF,851,14,0,2,13,16,1,0,0.4786298424005508,1.7464653868228197,3.980188090354204,2.5540603529661894,0,0.4786298424005508
Marcel Hartel,FC Cologne,2015/2016,FW,71,6,0,0,4,0,0,0,0.2125810049474239,0.0,0.3176973070949316,0.1051165033131837,0,0.2125810049474239
Özkan Yildirim,Werder Bremen,2015/2016,FW,13,1,0,0,1,0,0,0,0.0831362009048461,0.0,0.0831362009048461,0.0,0,0.0831362009048461
László Kleinheisler,Werder Bremen,2015/2016,MF,184,6,0,0,5,1,0,0,0.155917901545763,0.0527428984642028,0.6825601011514664,0.5022919923067093,0,0.155917901545763
Sonny Kittel,Eintracht Frankfurt,2015/2016,MF,271,8,0,0,7,1,0,0,0.6046479158103466,0.0999177023768425,0.7521888911724091,0.0849646981805563,0,0.6046479158103466
Serdar Tasci,Bayern Munich,2015/2016,DF,222,3,0,0,1,0,1,0,0.0535439997911453,0.0,0.2914312947541475,0.2914312947541475,0,0.0535439997911453
Fynn Arkenberg,Hannover 96,2015/2016,DF,180,2,0,0,1,1,0,0,0.0270345993340015,0.0897271037101745,0.270235002040863,0.1534736976027488,0,0.0270345993340015
Valmir Sulejmani,Hannover 96,2015/2016,MF,114,4,0,0,2,0,0,0,0.0865848027169704,0.0,0.2164775021374225,0.1298920065164566,0,0.0865848027169704
Iver Fossum,Hannover 96,2015/2016,FW,723,9,0,0,13,13,0,0,0.9061586074531078,0.7860313169658184,3.254886731505394,1.7278192061930897,0,0.9061586074531078
Tim Dierßen,Hannover 96,2015/2016,FW,19,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Nabil Bahoui,Hamburger SV,2015/2016,MF,209,6,0,0,3,2,1,0,0.1386096999049186,0.1374101042747497,0.1569435996934771,0.0,0,0.1386096999049186
Noah Joel Sarenren Bazee,Hannover 96,2015/2016,MF,386,5,0,3,18,6,1,0,1.4064369946718216,1.4757393077015877,2.9480840414762497,0.1009960025548935,0,1.4064369946718216
Marco Fabián,Eintracht Frankfurt,2015/2016,FW,803,11,0,2,19,20,2,0,0.6784688048064709,2.4521188400685787,3.246635898947716,1.5708876010030508,0,0.6784688048064709
Felix Passlack,Borussia Dortmund,2015/2016,DF,182,3,0,0,0,1,0,0,0.0,0.0683882012963295,0.8052619993686676,0.7368740141391754,0,0.0
Kevin Großkreutz,VfB Stuttgart,2015/2016,DF,900,10,0,0,6,6,3,0,0.327456597238779,0.5976623874157667,2.7077058665454388,2.455834284424782,0,0.327456597238779
Jeffrey Gouweleeuw,Augsburg,2015/2016,DF,990,11,0,0,2,5,2,1,0.7222530245780945,0.2922600042074919,3.1377550549805164,2.7435411624610424,0,0.7222530245780945
Martin Hinteregger,Borussia M.Gladbach,2015/2016,DF,660,10,0,0,4,4,0,0,0.209995798766613,0.3619835004210472,2.4185453671962023,2.0851703602820635,0,0.209995798766613
Alexander Milosevic,Hannover 96,2015/2016,DF,822,10,0,0,6,0,1,0,0.2522949036210775,0.0,0.2742665056139231,0.2558933049440384,0,0.2522949036210775
Bruno Henrique,Wolfsburg,2015/2016,FW,248,7,0,1,4,4,1,0,0.2104620970785617,0.5858050063252449,0.9072031825780869,0.5866011753678322,0,0.2104620970785617
Albian Ajeti,Augsburg,2015/2016,FW,36,1,0,0,0,0,0,0,0.0,0.0,0.0425843000411987,0.0425843000411987,0,0.0
Thilo Kehrer,Schalke 04,2015/2016,FW,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Hotaru Yamaguchi,Hannover 96,2015/2016,MF,408,6,0,0,3,1,1,0,0.0445572808384895,0.0267328992486,0.5432000122964382,0.4719092957675457,0,0.0445572808384895
Russell Canouse,Hoffenheim,2015/2016,FW,22,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Sidney Sam,Schalke 04,2015/2016,FW,15,2,0,0,3,0,0,0,0.301815003156662,0.0,0.2776730060577392,0.0,0,0.301815003156662
Milos Veljkovic,Werder Bremen,2015/2016,MF,92,3,0,0,0,0,0,0,0.0,0.0,0.205266997218132,0.205266997218132,0,0.0
Leon Guwara,Werder Bremen,2015/2016,DF,90,1,0,0,0,0,0,0,0.0,0.0,0.0364365987479686,0.0364365987479686,0,0.0
Marius Wolf,Hannover 96,2015/2016,MF,141,2,0,0,1,0,1,0,0.0409368984401226,0.0,0.0409368984401226,0.0,0,0.0409368984401226
Nico Rinderknecht,Eintracht Frankfurt,2015/2016,FW,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Pierre-Emerick Aubameyang,Borussia Dortmund,2016/2017,FW,2785,32,31,2,116,26,3,0,31.144994247704744,4.5015602223575115,32.586529176682234,3.351819572970271,29,28.113889146596193
Robert Lewandowski,Bayern Munich,2016/2017,FW,2781,33,30,5,143,30,5,0,30.09775198623538,5.550536720082164,33.58735675364733,7.891288125887513,25,26.309114795178175
Anthony Modeste,FC Cologne,2016/2017,FW,2983,34,25,2,101,19,3,0,20.45860643684864,1.8527978155761955,18.94515658542514,4.138788845390081,22,17.427740216255188
