Player,Pos,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,TklW,Int,Fls,Fld,Team,Match_ID,Date,Season
Jonathan Tah,CB,90,0,0,0,0,0,0,0,0,0,0,Leverkusen,cfcc6770,January-25-2025,2024-2025
Nordi Mukiele,RB,90,0,0,1,1,0,0,1,2,0,1,Leverkusen,cfcc6770,January-25-2025,2024-2025
Lukáš Hrádecký,GK,90,0,0,0,0,0,0,0,0,0,0,Leverkusen,cfcc6770,January-25-2025,2024-2025
14 Players,,990,2,1,13,7,2,0,9,9,6,11,Leverkusen,cfcc6770,January-25-2025,2024-2025
Jacob Bruun Larsen,FW,80,0,0,2,0,0,0,0,0,1,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Dennis Geiger,MF,10,0,0,0,0,0,0,0,0,1,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Adam Hložek,FW,80,0,0,4,1,0,0,0,0,1,1,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Mergim Berisha,FW,10,0,0,0,0,0,0,0,0,1,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Andrej Kramarić,LM,90,1,0,3,2,0,0,0,2,1,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Diadie Samassékou,CM,69,0,0,1,1,0,0,0,0,1,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Haris Tabakovic,FW,21,0,0,3,2,0,0,0,1,0,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Anton Stach,CM,90,0,0,1,0,0,0,1,1,3,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Tom Bischof,RM,90,0,0,2,2,0,0,1,1,2,1,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Alexander Prass,LB,80,0,0,0,0,0,0,0,0,3,1,Hoffenheim,0e787c0f,December-21-2024,2024-2025
David Jurásek,"DF,MF",10,0,0,0,0,0,0,0,0,0,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Stanley N'Soki,CB,33,0,0,0,0,0,0,0,0,0,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Robin Hranáč,DF,57,0,0,0,0,0,0,0,2,0,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Kevin Akpoguma,CB,90,0,0,0,0,0,0,2,2,0,1,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Valentin Gendrey,RB,90,0,0,2,0,0,0,0,0,0,2,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Oliver Baumann,GK,90,0,0,0,0,0,0,1,0,0,0,Hoffenheim,0e787c0f,December-21-2024,2024-2025
16 Players,,990,1,0,18,8,0,0,5,9,14,6,Hoffenheim,0e787c0f,December-21-2024,2024-2025
Tim Kleindienst,FW,90,0,0,1,0,0,0,1,1,2,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Robin Hack,AM,69,0,1,1,1,0,0,1,0,1,1,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Rocco Reitz,MF,21,0,0,0,0,0,0,0,0,0,4,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Alassane Pléa,AM,79,1,0,2,1,0,0,0,0,0,2,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Marvin Friedrich,DF,11,0,0,0,0,0,0,1,0,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Franck Honorat,AM,85,0,0,0,0,0,0,0,1,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Kevin Stöger,MF,5,0,0,0,0,0,0,1,0,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Julian Weigl,DM,90,0,0,0,0,0,0,0,2,0,2,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Philipp Sander,DM,90,1,0,1,1,0,0,0,1,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Lukas Ullrich,LB,85,0,0,0,0,0,0,0,0,1,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Luca Netz,"DF,MF",5,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Nico Elvedi,CB,90,0,0,0,0,0,0,1,0,1,2,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Ko Itakura,CB,90,0,0,0,0,0,0,0,1,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Joe Scally,RB,79,0,0,0,0,0,0,0,0,1,3,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Stefan Lainer,"DF,MF",11,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
16 Players,,990,2,1,5,3,0,0,5,6,6,14,Mönchengladbach,0e787c0f,December-21-2024,2024-2025
Jonathan Burkardt,FW,90,1,0,3,2,0,0,0,0,2,1,Mainz 05,b1beeafe,March-15-2025,2024-2025
Lee Jae-sung,AM,90,0,0,0,0,0,0,0,1,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Paul Nebel,AM,90,0,0,0,0,0,0,1,1,1,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Phillipp Mwene,DM,45,0,0,0,0,1,0,0,0,1,1,Mainz 05,b1beeafe,March-15-2025,2024-2025
Andreas Hanche-Olsen,DF,45,1,0,1,1,0,0,0,1,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Nadiem Amiri,DM,90,0,0,1,0,0,0,2,1,0,3,Mainz 05,b1beeafe,March-15-2025,2024-2025
Kaishu Sano,DM,90,0,0,0,0,0,0,0,1,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Anthony Caci,DM,90,0,2,3,0,0,0,0,2,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Dominik Kohr,CB,42,0,0,0,0,0,1,0,0,2,1,Mainz 05,b1beeafe,March-15-2025,2024-2025
Moritz Jenz,CB,90,0,0,1,1,0,0,0,2,1,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Danny da Costa,CB,90,0,0,0,0,0,0,0,2,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
Robin Zentner,GK,90,0,0,0,0,0,0,0,0,0,0,Mainz 05,b1beeafe,March-15-2025,2024-2025
12 Players,,942,2,2,9,4,1,1,3,11,7,6,Mainz 05,b1beeafe,March-15-2025,2024-2025
Junior Adamu,FW,45,0,0,2,0,1,0,0,0,2,1,Freiburg,b1beeafe,March-15-2025,2024-2025
Michael Gregoritsch,"FW,MF",45,1,0,4,2,0,0,0,0,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Lucas Höler,AM,90,0,0,2,2,1,0,2,1,2,1,Freiburg,b1beeafe,March-15-2025,2024-2025
Vincenzo Grifo,DM,84,0,0,2,2,0,0,0,0,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Jan-Niklas Beste,"DF,MF",6,0,0,0,0,0,0,0,0,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Patrick Osterhage,DM,90,0,0,1,1,0,0,0,1,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Maximilian Eggestein,DM,75,0,0,3,0,0,0,0,2,1,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Nicolas Höfler,MF,15,0,0,0,0,0,0,0,1,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Ritsu Doan,DM,90,0,1,4,0,0,0,1,0,1,3,Freiburg,b1beeafe,March-15-2025,2024-2025
Christian Günter,LB,90,0,1,1,0,0,0,1,0,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Philipp Lienhart,CB,90,0,0,0,0,0,0,0,0,1,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Matthias Ginter,CB,90,0,0,3,0,0,0,1,0,0,1,Freiburg,b1beeafe,March-15-2025,2024-2025
Kiliann Sildillia,RB,75,0,0,1,0,0,0,0,1,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
Lukas Kübler,"DF,MF",15,1,0,1,1,0,0,0,0,0,1,Freiburg,b1beeafe,March-15-2025,2024-2025
Noah Atubolu,GK,90,0,0,0,0,0,0,0,0,0,0,Freiburg,b1beeafe,March-15-2025,2024-2025
15 Players,,990,2,2,24,8,2,0,5,6,7,7,Freiburg,b1beeafe,March-15-2025,2024-2025
Marvin Ducksch,FW,90,0,0,4,2,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Oliver Burke,FW,79,0,0,5,3,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Derrick Köhn,"DF,MF",11,0,0,0,0,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Felix Agu,LM,78,0,0,2,0,0,0,0,0,0,3,Werder Bremen,d240d0af,May-10-2025,2024-2025
Marco Grüll,"FW,MF",12,0,0,0,0,0,0,1,1,0,1,Werder Bremen,d240d0af,May-10-2025,2024-2025
Romano Schmid,CM,90,0,0,2,0,0,0,0,0,1,4,Werder Bremen,d240d0af,May-10-2025,2024-2025
Senne Lynen,CM,84,0,0,2,0,0,0,2,3,2,1,Werder Bremen,d240d0af,May-10-2025,2024-2025
Leonardo Bittencourt,"FW,MF",6,0,0,0,0,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Jens Stage,CM,90,0,0,2,1,0,0,1,1,0,1,Werder Bremen,d240d0af,May-10-2025,2024-2025
Mitchell Weiser,RM,87,0,0,1,0,0,0,1,1,1,2,Werder Bremen,d240d0af,May-10-2025,2024-2025
Justin Njinmah,"FW,MF",3,0,0,0,0,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Amos Pieper,CB,90,0,0,2,0,0,0,1,1,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Marco Friedl,CB,90,0,0,0,0,1,0,2,2,1,1,Werder Bremen,d240d0af,May-10-2025,2024-2025
Niklas Stark,CB,90,0,0,1,0,0,0,0,2,1,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
Michael Zetterer,GK,90,0,0,0,0,0,0,0,0,0,0,Werder Bremen,d240d0af,May-10-2025,2024-2025
15 Players,,990,0,0,21,6,1,0,8,11,6,13,Werder Bremen,d240d0af,May-10-2025,2024-2025
Benjamin Šeško,FW,68,0,0,1,0,0,0,0,0,0,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Antonio Nusa,"FW,MF",22,0,0,1,1,0,0,0,0,0,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Loïs Openda,FW,68,0,0,0,0,0,0,0,0,0,3,RB Leipzig,d240d0af,May-10-2025,2024-2025
Yussuf Poulsen,"FW,MF",22,0,0,2,1,0,0,0,0,2,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Xavi Simons,LM,90,0,0,5,1,0,0,1,0,0,2,RB Leipzig,d240d0af,May-10-2025,2024-2025
Arthur Vermeeren,CM,86,0,0,2,0,1,0,1,1,1,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Tidiam Gomis,FW,4,0,0,1,0,0,0,0,0,0,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Nicolas Seiwald,CM,90,0,0,2,0,0,0,2,1,2,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Christoph Baumgartner,RM,78,0,0,2,1,0,0,1,0,3,1,RB Leipzig,d240d0af,May-10-2025,2024-2025
Ridle Baku,"DF,MF",12,0,0,0,0,0,0,0,2,0,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Castello Lukeba,LB,90,0,0,0,0,0,0,0,1,2,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
El Chadaille Bitshiabu,CB,90,0,0,0,0,0,0,0,0,1,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Lukas Klostermann,CB,90,0,0,0,0,1,0,0,0,1,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Kosta Nedeljković,RB,90,0,0,0,0,1,0,1,1,1,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
Péter Gulácsi,GK,90,0,0,0,0,0,0,1,0,0,0,RB Leipzig,d240d0af,May-10-2025,2024-2025
15 Players,,990,0,0,16,4,3,0,7,6,13,6,RB Leipzig,d240d0af,May-10-2025,2024-2025
Jordan Pefok,FW,59,0,0,2,1,0,0,1,0,0,1,Union Berlin,abafaba1,January-19-2025,2024-2025
Tim Skarke,"FW,MF",31,0,0,0,0,0,0,0,0,1,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Benedict Hollerbach,AM,84,1,0,2,1,0,0,0,0,2,3,Union Berlin,abafaba1,January-19-2025,2024-2025
László Bénes,MF,6,0,0,0,0,0,0,0,0,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
András Schäfer,AM,71,0,0,0,0,0,0,1,1,1,2,Union Berlin,abafaba1,January-19-2025,2024-2025
Rani Khedira,"DF,MF",19,0,0,0,0,0,0,0,0,1,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Robert Skov,DM,84,1,0,4,1,0,0,0,1,3,1,Union Berlin,abafaba1,January-19-2025,2024-2025
Jérôme Roussillon,"DF,MF",6,0,0,0,0,0,0,0,0,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Aljoscha Kemlein,DM,90,0,0,2,0,1,0,1,2,2,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Janik Haberer,DM,90,0,0,1,0,0,0,1,2,1,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Josip Juranović,DM,59,0,0,0,0,0,0,2,0,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Christopher Trimmel,"DF,FW",31,0,0,0,0,0,0,0,0,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Diogo Leite,CB,90,0,0,1,1,0,0,0,2,1,2,Union Berlin,abafaba1,January-19-2025,2024-2025
Leopold Querfeld,CB,90,0,0,0,0,1,0,0,0,0,1,Union Berlin,abafaba1,January-19-2025,2024-2025
Danilho Doekhi,CB,90,0,0,0,0,0,0,0,1,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
Alexander Schwolow,GK,90,0,0,0,0,0,0,0,0,0,0,Union Berlin,abafaba1,January-19-2025,2024-2025
16 Players,,990,2,0,12,4,2,0,6,9,12,10,Union Berlin,abafaba1,January-19-2025,2024-2025
Armindo Sieb,FW,60,0,0,3,0,0,0,0,0,1,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Silvan Widmer,"DF,MF",30,0,0,1,0,0,0,0,0,0,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Lee Jae-sung,AM,90,0,0,0,0,0,0,0,1,0,2,Mainz 05,abafaba1,January-19-2025,2024-2025
Paul Nebel,AM,90,0,0,0,0,0,0,1,0,2,1,Mainz 05,abafaba1,January-19-2025,2024-2025
Phillipp Mwene,DM,84,0,0,0,0,0,0,0,0,0,2,Mainz 05,abafaba1,January-19-2025,2024-2025
Nikolas Veratschnig,"DF,MF",6,0,0,0,0,0,0,0,0,0,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Nadiem Amiri,DM,90,1,0,3,1,0,0,0,1,1,2,Mainz 05,abafaba1,January-19-2025,2024-2025
Kaishu Sano,DM,90,0,0,0,0,0,0,2,0,0,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Anthony Caci,DM,60,0,0,0,0,1,0,1,0,1,1,Mainz 05,abafaba1,January-19-2025,2024-2025
Nelson Weiper,FW,30,0,0,0,0,0,0,0,0,1,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Dominik Kohr,CB,90,0,0,0,0,0,0,1,1,1,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Stefan Bell,CB,75,0,0,0,0,1,0,1,1,1,1,Mainz 05,abafaba1,January-19-2025,2024-2025
Maxim Leitsch,DF,15,0,0,0,0,0,0,0,1,0,1,Mainz 05,abafaba1,January-19-2025,2024-2025
Danny da Costa,CB,60,0,0,0,0,0,0,0,1,2,1,Mainz 05,abafaba1,January-19-2025,2024-2025
Andreas Hanche-Olsen,DF,30,0,0,1,0,0,0,1,0,0,0,Mainz 05,abafaba1,January-19-2025,2024-2025
Robin Zentner,GK,90,0,0,1,0,0,0,0,0,0,0,Mainz 05,abafaba1,January-19-2025,2024-2025
16 Players,,990,1,0,9,1,2,0,7,6,10,11,Mainz 05,abafaba1,January-19-2025,2024-2025
Loïs Openda,FW,90,1,0,5,2,0,0,0,0,1,4,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Benjamin Šeško,FW,90,1,1,5,3,0,0,0,0,0,2,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Xavi Simons,LW,90,0,0,3,0,1,0,0,1,3,6,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Christoph Baumgartner,RW,32,0,0,1,0,1,0,0,0,1,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Arthur Vermeeren,MF,58,0,0,0,0,0,0,0,0,0,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Kevin Kampl,CM,90,0,0,1,0,0,0,3,0,1,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Nicolas Seiwald,CM,90,0,0,0,0,0,0,0,2,0,1,RB Leipzig,9420a8fb,February-23-2025,2024-2025
David Raum,LB,90,0,0,0,0,0,0,0,1,4,1,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Castello Lukeba,CB,79,0,0,0,0,0,0,2,3,1,1,RB Leipzig,9420a8fb,February-23-2025,2024-2025
El Chadaille Bitshiabu,DF,11,0,0,0,0,0,0,1,0,0,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Willi Orban,CB,90,0,0,0,0,1,0,0,0,1,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Ridle Baku,RB,79,0,0,2,1,0,0,0,0,2,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Kosta Nedeljković,DF,11,0,0,0,0,0,0,0,0,1,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Péter Gulácsi,GK,90,0,0,0,0,0,0,0,0,0,0,RB Leipzig,9420a8fb,February-23-2025,2024-2025
14 Players,,990,2,1,17,6,3,0,6,7,15,15,RB Leipzig,9420a8fb,February-23-2025,2024-2025
Marvin Pieringer,FW,82,1,0,1,1,0,0,0,0,0,2,Heidenheim,9420a8fb,February-23-2025,2024-2025
Budu Zivzivadze,FW,8,0,0,0,0,0,0,0,0,0,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Mathias Honsak,AM,90,1,0,2,1,0,0,0,0,2,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Sirlord Conteh,AM,73,0,0,0,0,0,0,1,0,0,2,Heidenheim,9420a8fb,February-23-2025,2024-2025
Marnon Busch,"DF,MF",17,0,0,1,0,0,0,0,0,0,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Jonas Föhrenbach,DM,90,0,0,0,0,0,0,1,0,0,1,Heidenheim,9420a8fb,February-23-2025,2024-2025
Jan Schöppner,DM,73,0,1,0,0,1,0,1,1,1,1,Heidenheim,9420a8fb,February-23-2025,2024-2025
Julian Niehues,MF,17,0,0,0,0,0,0,0,0,0,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Luca Kerber,DM,73,0,0,0,0,0,0,3,0,3,2,Heidenheim,9420a8fb,February-23-2025,2024-2025
Thomas Keller,"DF,MF",17,0,0,0,0,1,0,0,2,1,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Omar Traoré,DM,90,0,0,0,0,0,0,2,0,0,3,Heidenheim,9420a8fb,February-23-2025,2024-2025
Tim Siersleben,CB,89,0,0,0,0,0,0,1,3,3,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Adrian Beck,MF,1,0,0,0,0,0,0,0,0,0,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
Benedikt Gimber,CB,90,0,0,0,0,1,0,0,1,2,1,Heidenheim,9420a8fb,February-23-2025,2024-2025
Patrick Mainka,CB,90,0,0,0,0,0,0,2,4,3,1,Heidenheim,9420a8fb,February-23-2025,2024-2025
Kevin Müller,GK,90,0,0,0,0,0,0,0,0,0,0,Heidenheim,9420a8fb,February-23-2025,2024-2025
16 Players,,990,2,1,4,2,3,0,11,11,15,13,Heidenheim,9420a8fb,February-23-2025,2024-2025
Phil Harres,FW,75,1,1,1,1,0,0,2,1,2,2,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Jann-Fiete Arp,"FW,MF",15,1,0,1,1,1,0,2,0,0,3,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Shuto Machino,AM,75,1,0,1,1,0,0,0,0,1,1,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Lewis Holtby,MF,10,0,0,0,0,0,1,0,0,1,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Alexander Bernhardsson,AM,68,1,1,2,2,0,0,1,0,1,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Armin Gigovic,MF,22,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Finn Porath,DM,84,0,0,4,1,1,0,1,1,1,2,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Dominik Javorček,DF,6,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Magnus Knudsen,DM,90,0,0,0,0,0,0,1,1,2,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Nicolai Remberg,DM,90,0,0,0,0,0,0,3,1,3,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Lasse Rosenboom,DM,90,0,1,0,0,0,0,0,1,2,1,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Marco Komenda,CB,75,0,0,0,0,0,0,2,0,0,1,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Max Geschwill,"DF,MF",15,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
David Zec,CB,90,0,0,2,1,0,0,0,1,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Timo Becker,CB,90,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Timon Weiner,GK,90,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,0967d02c,January-14-2025,2024-2025
16 Players,,985,4,3,11,7,2,1,12,6,13,10,Holstein Kiel,0967d02c,January-14-2025,2024-2025
Serhou Guirassy,FW,90,0,0,3,1,0,0,0,0,1,2,Dortmund,0967d02c,January-14-2025,2024-2025
Jamie Gittens,LW,90,1,0,5,1,0,0,0,0,1,2,Dortmund,0967d02c,January-14-2025,2024-2025
Julian Brandt,AM,90,0,0,0,0,0,0,0,0,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Marcel Sabitzer,AM,58,0,0,0,0,0,0,0,1,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Gio Reyna,MF,32,1,0,2,1,0,0,0,0,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Julien Duranville,RW,58,0,0,1,0,1,0,0,0,2,2,Dortmund,0967d02c,January-14-2025,2024-2025
Yan Couto,"DF,MF",32,0,0,0,0,0,0,1,0,1,1,Dortmund,0967d02c,January-14-2025,2024-2025
Felix Nmecha,DM,90,0,0,1,0,0,0,1,0,3,3,Dortmund,0967d02c,January-14-2025,2024-2025
Ramy Bensebaini,LB,45,0,0,1,0,0,0,0,1,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Maximilian Beier,"FW,MF",45,0,0,0,0,0,0,0,0,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Nico Schlotterbeck,CB,90,0,0,1,1,0,0,0,0,0,1,Dortmund,0967d02c,January-14-2025,2024-2025
Emre Can,CB,90,0,0,1,0,0,0,0,0,0,2,Dortmund,0967d02c,January-14-2025,2024-2025
Julian Ryerson,RB,45,0,0,0,0,0,0,0,0,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
Waldemar Anton,"DF,MF",45,0,1,1,0,1,0,0,1,3,0,Dortmund,0967d02c,January-14-2025,2024-2025
Gregor Kobel,GK,90,0,0,0,0,0,0,0,0,0,0,Dortmund,0967d02c,January-14-2025,2024-2025
15 Players,,990,2,1,16,4,2,0,2,3,11,13,Dortmund,0967d02c,January-14-2025,2024-2025
Lucas Höler,FW,74,0,0,1,1,0,0,0,1,2,2,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Junior Adamu,FW,16,0,0,1,0,0,0,0,0,1,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Merlin Röhl,AM,90,0,0,1,0,0,0,0,0,0,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Eren Dinkçi,AM,76,0,0,0,0,0,0,0,1,0,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Vincenzo Grifo,"FW,MF",14,0,0,1,0,1,0,0,0,1,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Ritsu Doan,AM,90,0,1,0,0,1,0,1,1,3,2,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Nicolas Höfler,DM,90,0,0,0,0,0,0,2,1,3,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Maximilian Eggestein,DM,76,0,0,1,0,0,0,0,0,1,1,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Johan Manzambi,MF,14,0,0,0,0,0,0,0,0,0,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Jordy Makengo,LB,84,0,0,0,0,0,0,2,1,0,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Michael Gregoritsch,"FW,MF",6,0,0,0,0,0,0,0,0,1,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Philipp Lienhart,CB,90,0,0,0,0,0,0,0,2,1,1,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Max Rosenfelder,CB,45,0,0,0,0,0,0,0,0,0,1,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Matthias Ginter,"DF,MF",45,1,0,2,1,0,0,0,0,1,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Lukas Kübler,RB,90,0,0,0,0,1,0,0,7,1,2,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Noah Atubolu,GK,90,0,0,0,0,1,0,0,0,0,0,Freiburg,f4b1b7e1,January-25-2025,2024-2025
16 Players,,990,1,1,7,2,4,0,5,14,15,9,Freiburg,f4b1b7e1,January-25-2025,2024-2025
Harry Kane,FW,90,1,0,1,1,1,0,1,1,1,2,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Serge Gnabry,AM,62,0,0,2,0,0,0,2,1,3,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Kingsley Coman,"FW,MF",28,0,0,1,1,0,0,0,0,1,0,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Jamal Musiala,AM,82,0,0,1,0,0,0,1,0,0,6,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Thomas Müller,"FW,MF",8,0,0,0,0,1,0,0,0,1,0,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Leroy Sané,AM,62,0,0,0,0,0,0,0,0,1,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Michael Olise,"FW,MF",28,0,0,0,0,0,0,0,0,0,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Leon Goretzka,DM,40,0,0,0,0,0,0,0,0,0,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Josip Stanišić,DF,50,0,0,0,0,0,0,2,0,0,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Aleksandar Pavlovic,DM,90,0,0,0,0,0,0,2,2,1,0,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
Raphaël Guerreiro,LB,82,0,0,0,0,0,0,1,1,1,1,Bayern Munich,f4b1b7e1,January-25-2025,2024-2025
